state,decision,method,path,router,reason
quarantine,verificare,GET,/api/bilancio/confronto-annuale,accounting.bilancio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/bilancio/conto-economico,accounting.bilancio,in uso: FE
quarantine,verificare,GET,/api/bilancio/conto-economico-dettagliato,accounting.bilancio,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/bilancio/export-pdf,accounting.bilancio,in uso: FE
active,tenere,GET,/api/bilancio/export/pdf/confronto,accounting.bilancio,in uso: FE
active,tenere,GET,/api/bilancio/riepilogo,accounting.bilancio,in uso: chat
active,tenere,GET,/api/bilancio/stato-patrimoniale,accounting.bilancio,in uso: FE
active,tenere,GET,/api/centri-costo,accounting.centri_costo,in uso: FE
active,tenere,POST,/api/centri-costo,accounting.centri_costo,in uso: FE
quarantine,verificare,POST,/api/centri-costo/assegna-cdc-fatture,accounting.centri_costo,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/centri-costo/mapping-categorie,accounting.centri_costo,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/centri-costo/ribaltamento/calcola,accounting.centri_costo,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/centri-costo/ribaltamento/quote-ricavo,accounting.centri_costo,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/centri-costo/utile-obiettivo,accounting.centri_costo,in uso: FE
active,tenere,POST,/api/centri-costo/utile-obiettivo,accounting.centri_costo,in uso: FE
active,tenere,GET,/api/centri-costo/utile-obiettivo/per-cdc,accounting.centri_costo,in uso: FE
active,tenere,GET,/api/centri-costo/utile-obiettivo/suggerimenti,accounting.centri_costo,in uso: FE
active,tenere,GET,/api/contabilita/aliquote-irap,accounting.contabilita_avanzata,in uso: FE
active,tenere,GET,/api/contabilita/bilancio-dettagliato,accounting.contabilita_avanzata,in uso: FE
active,tenere,GET,/api/contabilita/calcolo-imposte,accounting.contabilita_avanzata,in uso: FE
quarantine,verificare,GET,/api/contabilita/categorizzazione-preview,accounting.contabilita_avanzata,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/contabilita/export/pdf-dichiarazione,accounting.contabilita_avanzata,in uso: FE
quarantine,admin-only,POST,/api/contabilita/inizializza-piano-esteso,accounting.contabilita_avanzata,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/contabilita/piano-conti-esteso,accounting.contabilita_avanzata,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/contabilita/ricategorizza-fatture,accounting.contabilita_avanzata,in uso: FE
active,tenere,GET,/api/contabilita/statistiche-categorizzazione,accounting.contabilita_avanzata,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/bilancio-verifica,accounting.contabilita_gestionale,in uso: FE
active,tenere,POST,/api/contabilita-gestionale/budget,accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/budget-vs-consuntivo/{anno},accounting.contabilita_gestionale,in uso: FE
active,tenere,POST,/api/contabilita-gestionale/budget/duplica/{anno_origine}/{anno_destinazione},accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/budget/{anno},accounting.contabilita_gestionale,in uso: FE
active,tenere,DELETE,/api/contabilita-gestionale/budget/{anno}/{voce},accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/libro-giornale,accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/libro-giornale/controllo-60-giorni,accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/libro-giornale/export,accounting.contabilita_gestionale,in uso: FE
active,tenere,POST,/api/contabilita-gestionale/libro-giornale/import,accounting.contabilita_gestionale,in uso: FE
active,tenere,GET,/api/contabilita-gestionale/libro-mastro,accounting.contabilita_gestionale,in uso: FE
quarantine,verificare,GET,/api/contabilita-gestionale/partitario/clienti,accounting.contabilita_gestionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/contabilita-gestionale/partitario/fornitori,accounting.contabilita_gestionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/contabilita-gestionale/partitario/fornitori/{piva},accounting.contabilita_gestionale,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/piano-conti/,accounting.piano_conti,in uso: FE
active,tenere,POST,/api/piano-conti/,accounting.piano_conti,in uso: FE
active,tenere,GET,/api/piano-conti/bilancio,accounting.piano_conti,in uso: FE
active,tenere,GET,/api/piano-conti/conto/{codice}/movimenti,accounting.piano_conti,in uso: FE
active,tenere,GET,/api/piano-conti/movimenti,accounting.piano_conti,in uso: FE
active,tenere,POST,/api/piano-conti/registra-corrispettivi,accounting.piano_conti,in uso: FE
active,tenere,POST,/api/piano-conti/registra-fattura,accounting.piano_conti,in uso: FE
active,tenere,POST,/api/piano-conti/registra-tutte-fatture,accounting.piano_conti,in uso: FE
active,tenere,GET,/api/piano-conti/regole,accounting.piano_conti,in uso: FE
active,tenere,POST,/api/piano-conti/regole,accounting.piano_conti,in uso: FE
active,tenere,DELETE,/api/piano-conti/{conto_id},accounting.piano_conti,in uso: FE
active,tenere,PUT,/api/piano-conti/{conto_id},accounting.piano_conti,in uso: FE
quarantine,verificare,POST,/api/prima-nota-salari/consolida-record,accounting.prima_nota_salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/prima-nota-salari/dipendenti-lista,accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/prima-nota-salari/export-appdipendenti/download,accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/prima-nota-salari/export-appdipendenti/preview,accounting.prima_nota_salari,in uso: FE
quarantine,verificare,GET,/api/prima-nota-salari/export-excel,accounting.prima_nota_salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota-salari/import-bonifici,accounting.prima_nota_salari,in uso: FE
active,tenere,POST,/api/prima-nota-salari/import-paghe,accounting.prima_nota_salari,in uso: FE
quarantine,verificare,DELETE,/api/prima-nota-salari/pulisci-righe-vuote,accounting.prima_nota_salari,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/prima-nota-salari/ricalcola-progressivi,accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/prima-nota-salari/salari,accounting.prima_nota_salari,in uso: FE
active,tenere,POST,/api/prima-nota-salari/salari/aggiustamento,accounting.prima_nota_salari,in uso: FE
quarantine,admin-only,DELETE,/api/prima-nota-salari/salari/reset,accounting.prima_nota_salari,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,GET,/api/prima-nota-salari/salari/riepilogo,accounting.prima_nota_salari,in uso: FE
active,tenere,DELETE,/api/prima-nota-salari/salari/{record_id},accounting.prima_nota_salari,in uso: FE
active,tenere,PUT,/api/prima-nota-salari/salari/{record_id},accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/prima-nota-salari/salari/{record_id}/bonifico-pdf,accounting.prima_nota_salari,in uso: FE
active,tenere,POST,/api/prima-nota-salari/salari/{record_id}/bonifico-pdf,accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/prima-nota-salari/salari/{record_id}/cedolino-pdf,accounting.prima_nota_salari,in uso: FE
active,tenere,POST,/api/prima-nota-salari/salari/{record_id}/cedolino-pdf,accounting.prima_nota_salari,in uso: FE
active,tenere,PUT,/api/prima-nota-salari/salari/{record_id}/riconcilia,accounting.prima_nota_salari,in uso: FE
active,tenere,GET,/api/regole,accounting.regole_categorizzazione,in uso: FE
active,tenere,POST,/api/regole/categorie,accounting.regole_categorizzazione,in uso: FE
active,tenere,POST,/api/regole/descrizione,accounting.regole_categorizzazione,in uso: FE
active,tenere,GET,/api/regole/download-regole,accounting.regole_categorizzazione,in uso: FE
active,tenere,DELETE,/api/regole/elimina/{tipo}/{pattern},accounting.regole_categorizzazione,in uso: FE
active,tenere,POST,/api/regole/fornitore,accounting.regole_categorizzazione,in uso: FE
active,tenere,POST,/api/regole/upload-regole,accounting.regole_categorizzazione,in uso: FE
active,tenere,GET,/api/admin/bank-supplier-rules,admin,in uso: FE
active,tenere,POST,/api/admin/bank-supplier-rules,admin,in uso: FE
active,tenere,POST,/api/admin/bank-supplier-rules/reprocess/{year},admin,in uso: FE
active,tenere,DELETE,/api/admin/bank-supplier-rules/{rule_id},admin,in uso: FE
quarantine,admin-only,DELETE,/api/admin/cleanup-trattenute-disciplinari,admin,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/admin/collections,admin,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/admin/dashboard-summary,admin,in uso: FE
active,tenere,GET,/api/admin/registro-dati/config,admin,in uso: FE
active,tenere,POST,/api/admin/registro-dati/config,admin,in uso: FE
active,tenere,GET,/api/admin/registro-dati/duplicate-audit,admin,in uso: FE
active,tenere,POST,/api/admin/registro-dati/duplicate-audit-folders,admin,in uso: FE
quarantine,admin-only,POST,/api/admin/registro-dati/duplicate-cleanup-folders,admin,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,POST,/api/admin/registro-dati/jobs/{action},admin,in uso: FE
active,tenere,GET,/api/admin/registro-dati/jobs/{job_id},admin,in uso: FE
active,tenere,GET,/api/admin/registro-dati/manifest,admin,in uso: FE
quarantine,admin-only,GET,/api/admin/registro-dati/migration-audit,admin,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,POST,/api/admin/registro-dati/restore,admin,in uso: FE
active,tenere,POST,/api/admin/registro-dati/sync,admin,in uso: FE
quarantine,admin-only,POST,/api/admin/noleggio/backfill-dati-gestionali,admin,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,admin-only,POST,/api/admin/reset-collections,admin,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,GET,/api/admin/stats,admin,in uso: FE
quarantine,verificare,GET,/api/admin/year-opening-balances/{year},admin,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,PUT,/api/admin/year-opening-balances/{year},admin,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/admin/export,admin_export,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/admin/export/{filename},admin_export,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/admin/rollback/fatture-import/conta,admin_rollback,in uso: FE
active,tenere,POST,/api/admin/rollback/fatture-import/elimina,admin_rollback,in uso: FE
active,tenere,POST,/api/admin/rollback/fatture/azzera-tutto,admin_rollback,in uso: FE
active,tenere,GET,/api/admin/rollback/fatture/azzera-tutto/conta,admin_rollback,in uso: FE
active,tenere,GET,/api/admin/rollback/sezioni,admin_rollback,in uso: FE
active,tenere,DELETE,/api/admin/rollback/{sezione},admin_rollback,in uso: FE
active,tenere,GET,/api/admin/rollback/{sezione}/conta,admin_rollback,in uso: FE
active,tenere,POST,/api/agenti/automazioni/ferma,agenti,in uso: FE
active,tenere,POST,/api/agenti/automazioni/riprendi,agenti,in uso: FE
active,tenere,GET,/api/agenti/automazioni/stato,agenti,in uso: FE
active,tenere,GET,/api/agenti/cash-flow-13-settimane,agenti,in uso: FE
active,tenere,GET,/api/agenti/decisioni,agenti,in uso: FE
active,tenere,POST,/api/agenti/decisioni/{decision_id}/approva,agenti,in uso: FE
active,tenere,GET,/api/agenti/decisioni/{decision_id}/eventi,agenti,in uso: FE
active,tenere,POST,/api/agenti/decisioni/{decision_id}/rifiuta,agenti,in uso: FE
active,tenere,GET,/api/agenti/pattern-appresi,agenti,in uso: FE
quarantine,verificare,POST,/api/agenti/run,agenti,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/agenti/segnalazioni,agenti,in uso: FE
active,tenere,GET,/api/agenti/segnalazioni/count,agenti,in uso: FE
active,tenere,GET,/api/agenti/segnalazioni/summary,agenti,in uso: FE
active,tenere,PUT,/api/agenti/segnalazioni/{sid}/letta,agenti,in uso: FE
active,tenere,PUT,/api/agenti/segnalazioni/{sid}/risolta,agenti,in uso: FE
active,tenere,GET,/api/agenti/stato,agenti,in uso: FE
quarantine,verificare,POST,/api/ai-parser/batch-parse,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/ai-parser/da-rivedere,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/ai-parser/da-rivedere/process-batch,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,PUT,/api/ai-parser/da-rivedere/{document_id}/classifica,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/ai-parser/parse,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/ai-parser/parse-busta-paga,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/ai-parser/parse-f24,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/ai-parser/parse-fattura,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/ai-parser/process-email-batch,ai_parser,in uso: FE
quarantine,verificare,GET,/api/ai-parser/statistiche,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/ai-parser/test,ai_parser,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/alerts/fornitori-senza-metodo,alerts,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/alerts/lista,alerts,in uso: FE
quarantine,verificare,POST,/api/alerts/risolvi-fornitore/{fornitore_piva},alerts,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/alerts/summary,alerts,in uso: FE
quarantine,verificare,DELETE,/api/alerts/{alert_id},alerts,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/alerts/{alert_id}/risolvi,alerts,in uso: scheduler
quarantine,verificare,POST,/api/alerts/{alert_id}/segna-letto,alerts,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/anagrafica-fornitori/popola-fornitore/{fornitore_id},anagrafica_fornitori_xml,in uso: FE
active,tenere,POST,/api/anagrafica-fornitori/popola-tutti,anagrafica_fornitori_xml,in uso: FE
active,tenere,POST,/api/auth/login,auth,in uso: FE
active,tenere,POST,/api/auth/logout,auth,in uso: FE
active,tenere,GET,/api/auth/verify,auth,in uso: FE
active,tenere,POST,/api/auto-repair/collega-targa-driver,auto_repair,"in uso: FE, scheduler"
active,tenere,POST,/api/auto-repair/inferisci-targa-driver-da-fatture,auto_repair,"in uso: FE, scheduler"
active,tenere,GET,/api/assegni,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/ambigui,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/associa-beneficiari-robusto,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/associa-pagamenti-multipli,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/auto-associa,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/auto-match,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/auto-match/conferma,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/cerca-combinazioni-assegni,bank.assegni,in uso: FE
active,tenere,DELETE,/api/assegni/clear-generated,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/conferma-proposta/{proposta_id},bank.assegni,in uso: FE
active,tenere,PUT,/api/assegni/correggi-associazione/{assegno_id},bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/correggi-numeri,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/genera,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/preview-combinazioni,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/proposte-associazione,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/pulisci-beneficiari-fittizi,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/ricostruisci-dati,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/rifiuta-proposta/{proposta_id},bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/riprocessa-collegamenti,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/senza-associazione,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/stati,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/stats,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/supporto/fatture-disponibili,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/sync-da-estratto-conto,bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/verifica-associazioni,bank.assegni,in uso: FE
active,tenere,DELETE,/api/assegni/{assegno_id},bank.assegni,in uso: FE
active,tenere,GET,/api/assegni/{assegno_id},bank.assegni,in uso: FE
active,tenere,PUT,/api/assegni/{assegno_id},bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/{assegno_id}/annulla,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/{assegno_id}/emetti,bank.assegni,in uso: FE
active,tenere,PUT,/api/assegni/{assegno_id}/fatture-collegate,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/{assegno_id}/incassa,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/{assegno_id}/risolvi-ambiguo,bank.assegni,in uso: FE
active,tenere,POST,/api/assegni/learning/associa-combinazioni-avanzato,bank.assegni_learning,in uso: FE
active,tenere,POST,/api/assegni/learning/associa-intelligente,bank.assegni_learning,in uso: FE
active,tenere,POST,/api/assegni/learning/learn,bank.assegni_learning,in uso: FE
quarantine,admin-only,POST,/api/assegni/learning/pulizia-duplicati,bank.assegni_learning,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,GET,/api/assegni/learning/stats-avanzate,bank.assegni_learning,in uso: FE
active,tenere,GET,/api/assegni/learning/suggerimenti/{importo},bank.assegni_learning,in uso: FE
quarantine,admin-only,POST,/api/bank-statement/cleanup-duplicati,bank.bank_statement_import,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,admin-only,POST,/api/bank-statement/cleanup-duplicati-causale,bank.bank_statement_import,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/bank-statement/formati-supportati,bank.bank_statement_import,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/bank-statement/import,bank.bank_statement_import,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/bank-statement/movements,bank.bank_statement_import,in uso: FE
quarantine,verificare,POST,/api/bank-statement/riconcilia-manuale,bank.bank_statement_import,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/bank-statement/stats,bank.bank_statement_import,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/archivio-bonifici/jobs/import,bank.bonifici_import_unificato,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/estratto-conto-movimenti/categorie,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,DELETE,/api/estratto-conto-movimenti/clear,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/estratto-conto-movimenti/export-excel,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/estratto-conto-movimenti/force-reimport,bank.estratto_conto,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,verificare,GET,/api/estratto-conto-movimenti/fornitori,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/estratto-conto-movimenti/import,bank.estratto_conto,"in uso: FE, scheduler"
quarantine,verificare,GET,/api/estratto-conto-movimenti/movimenti,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/estratto-conto-movimenti/movimenti-stipendi,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/estratto-conto-movimenti/pulizia-non-in-csv,bank.estratto_conto,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
quarantine,admin-only,POST,/api/estratto-conto-movimenti/reimport,bank.estratto_conto,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,POST,/api/estratto-conto-movimenti/ricategorizza-batch,bank.estratto_conto,in uso: FE
quarantine,verificare,POST,/api/estratto-conto-movimenti/riconcilia-stipendi,bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/estratto-conto-movimenti/riepilogo,bank.estratto_conto,in uso: chat
active,tenere,POST,/api/estratto-conto-movimenti/ripara-versamenti-cassa,bank.estratto_conto,in uso: FE
quarantine,verificare,DELETE,/api/estratto-conto-movimenti/{movimento_id},bank.estratto_conto,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/f24-riconciliazione/estratti-conto,bank.riconciliazione_f24_banca,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/f24-riconciliazione/movimenti-f24-banca,bank.riconciliazione_f24_banca,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/f24-riconciliazione/riconcilia-f24,bank.riconciliazione_f24_banca,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/f24-riconciliazione/stato-riconciliazione,bank.riconciliazione_f24_banca,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/f24-riconciliazione/upload-estratto-bpm,bank.riconciliazione_f24_banca,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,POST,/api/batch-reprocess/cedolini-only,batch_reprocessing,in uso: scheduler
active,tenere,POST,/api/batch-reprocess/f24-only,batch_reprocessing,in uso: scheduler
active,tenere,GET,/api/batch-reprocess/preview,batch_reprocessing,"in uso: FE, scheduler"
active,tenere,POST,/api/batch-reprocess/start,batch_reprocessing,"in uso: FE, scheduler"
active,tenere,GET,/api/batch-reprocess/status,batch_reprocessing,"in uso: FE, scheduler"
active,tenere,POST,/api/archivio-bonifici/associa-fattura,bonifici_module.associazioni,in uso: FE
active,tenere,POST,/api/archivio-bonifici/associa-salario,bonifici_module.associazioni,in uso: FE
quarantine,verificare,GET,/api/archivio-bonifici/dipendente/{dipendente_id},bonifici_module.associazioni,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,DELETE,/api/archivio-bonifici/disassocia-fattura/{bonifico_id},bonifici_module.associazioni,in uso: FE
active,tenere,DELETE,/api/archivio-bonifici/disassocia-salario/{bonifico_id},bonifici_module.associazioni,in uso: FE
active,tenere,GET,/api/archivio-bonifici/fatture-compatibili/{bonifico_id},bonifici_module.associazioni,in uso: FE
active,tenere,GET,/api/archivio-bonifici/operazioni-salari/{bonifico_id},bonifici_module.associazioni,in uso: FE
active,tenere,POST,/api/archivio-bonifici/sync-iban-anagrafica,bonifici_module.associazioni,in uso: FE
quarantine,verificare,GET,/api/archivio-bonifici/jobs,bonifici_module.jobs,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/archivio-bonifici/jobs,bonifici_module.jobs,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/archivio-bonifici/jobs/{job_id},bonifici_module.jobs,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/archivio-bonifici/jobs/{job_id}/upload,bonifici_module.jobs,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,POST,/api/archivio-bonifici/associa-dipendenti,bonifici_module.riconciliazione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/archivio-bonifici/dashboard,bonifici_module.riconciliazione,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,admin-only,POST,/api/archivio-bonifici/reset-riconciliazione,bonifici_module.riconciliazione,"endpoint di migrazione/manutenzione one-shot: tenere ma Admin-only, disabilitabile, documentato, non esposto a lungo (§7)"
active,tenere,POST,/api/archivio-bonifici/riconcilia,bonifici_module.riconciliazione,in uso: FE
active,tenere,GET,/api/archivio-bonifici/riconcilia/task/{task_id},bonifici_module.riconciliazione,in uso: FE
active,tenere,GET,/api/archivio-bonifici/stato-riconciliazione,bonifici_module.riconciliazione,in uso: FE
quarantine,verificare,GET,/api/archivio-bonifici/download-zip/{year},bonifici_module.transfers,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
quarantine,verificare,GET,/api/archivio-bonifici/export,bonifici_module.transfers,nessun riferimento noto (FE/scheduler/chat/test): verificare prima di deprecare
active,tenere,GET,/api/archivio-bonifici/transfers,bonifici_module.transfers,in uso: FE
active,tenere,DELETE,/api/archivio-bonifici/transfers/bulk,bonifici_module.transfers,in uso: FE
active,tenere,GET,/api/archivio-bonifici/transfers/count,bonifici_module.transfers,in uso: FE
active,tenere,GET,/api/archivio-bonifici/transfers/summary,bonifici_module.transfers,in uso: FE
active,tenere,DELETE,/api/archivio-bonifici/transfers/{transfer_id},bonifici_module.transfers,in uso: FE
active,tenere,PUT,/api/archivio-bonifici/transfers/{transfer_id},bonifici_module.transfers,in uso: FE
active,tenere,GET,/api/archivio-bonifici/transfers/{transfer_id}/pdf,bonifici_module.transfers,in uso: FE
active,tenere,POST,/api/cash/corrispettivi,cash,in uso: FE
active,tenere,GET,/api/cash/corrispettivi/{target_date},cash,in uso: FE
active,tenere,GET,/api/cash/export/excel,cash,in uso: FE
active,tenere,GET,/api/cash/movements,cash,in uso: FE
active,tenere,POST,/api/cash/movements,cash,in uso: FE
active,tenere,DELETE,/api/cash/movements/{movement_id},cash,in uso: FE
active,tenere,PUT,/api/cash/movements/{movement_id},cash,in uso: FE
active,tenere,GET,/api/cash/stats,cash,in uso: FE
active,tenere,GET,/api/cespiti/,cespiti,in uso: FE
active,tenere,POST,/api/cespiti/,cespiti,in uso: FE
